0, 0, 0
8, 8, 8
16, 16, 16
24, 24, 24
32, 32, 32
40, 40, 40
49, 49, 49
57, 57, 57
65, 65, 65
73, 73, 73
81, 81, 81
89, 89, 89
97, 97, 97
105, 105, 105
113, 113, 113
121, 121, 121
130, 130, 130
138, 138, 138
146, 146, 146
154, 154, 154
162, 162, 162
170, 170, 170
178, 178, 178
186, 186, 186
194, 194, 194
202, 202, 202
210, 210, 210
219, 219, 219
227, 227, 227
235, 235, 235
243, 243, 243
255, 255, 255
0, 0, 24
0, 0, 57
0, 0, 89
0, 0, 121
0, 0, 154
0, 0, 186
0, 0, 219
0, 0, 255
24, 24, 255
57, 57, 255
89, 89, 255
121, 121, 255
154, 154, 255
186, 186, 255
219, 219, 255
24, 0, 0
57, 0, 0
89, 0, 0
121, 0, 0
154, 0, 0
186, 0, 0
219, 0, 0
255, 0, 0
255, 24, 24
255, 57, 57
255, 89, 89
255, 121, 121
255, 154, 154
255, 186, 186
255, 219, 219
0, 24, 0
0, 57, 0
0, 89, 0
0, 121, 0
0, 154, 0
0, 186, 0
0, 219, 0
0, 255, 0
24, 255, 24
57, 255, 57
89, 255, 89
121, 255, 121
154, 255, 154
186, 255, 186
219, 255, 219
24, 0, 24
57, 0, 57
89, 0, 89
121, 0, 121
154, 0, 154
186, 0, 186
219, 0, 219
255, 0, 255
255, 24, 255
255, 57, 255
255, 89, 255
255, 121, 255
255, 154, 255
255, 186, 255
255, 219, 255
24, 24, 0
57, 57, 0
89, 89, 0
121, 121, 0
154, 154, 0
186, 186, 0
219, 219, 0
255, 255, 0
255, 255, 24
255, 255, 57
255, 255, 89
255, 255, 121
255, 255, 154
255, 255, 186
255, 255, 219
0, 24, 24
0, 57, 57
0, 89, 89
0, 121, 121
0, 154, 154
0, 186, 186
0, 219, 219
0, 255, 255
24, 255, 255
57, 255, 255
89, 255, 255
121, 255, 255
154, 255, 255
186, 255, 255
219, 255, 255
24, 24, 8
57, 57, 24
89, 89, 40
121, 121, 57
154, 154, 73
186, 186, 89
219, 219, 105
255, 255, 121
255, 255, 138
255, 255, 154
255, 255, 170
255, 255, 186
255, 255, 202
255, 255, 219
255, 255, 235
8, 24, 24
24, 57, 57
40, 89, 89
57, 121, 121
73, 154, 154
89, 186, 186
105, 219, 219
121, 255, 255
138, 255, 255
154, 255, 255
170, 255, 255
186, 255, 255
202, 255, 255
219, 255, 255
235, 255, 255
24, 8, 24
57, 24, 57
89, 40, 89
121, 57, 121
154, 73, 154
186, 89, 186
219, 105, 219
255, 121, 255
255, 138, 255
255, 154, 255
255, 170, 255
255, 186, 255
255, 202, 255
255, 219, 255
255, 235, 255
231, 24, 0
206, 49, 0
182, 73, 0
154, 101, 0
130, 125, 0
105, 150, 0
77, 178, 0
53, 202, 0
28, 227, 0
0, 255, 0
0, 231, 24
0, 206, 49
0, 182, 73
0, 158, 97
0, 130, 125
0, 105, 150
0, 81, 174
0, 57, 198
0, 28, 227
0, 0, 255
182, 182, 182
93, 93, 93
182, 0, 0
93, 0, 0
0, 0, 0
0, 0, 0
142, 4, 4
186, 89, 89
40, 0, 0
138, 61, 61
255, 8, 8
85, 0, 0
255, 57, 57
255, 121, 121
255, 40, 40
231, 8, 8
85, 28, 28
202, 12, 12
223, 105, 105
235, 61, 61
16, 0, 0
142, 45, 45
255, 73, 73
101, 0, 0
255, 24, 24
57, 0, 0
255, 89, 89
215, 65, 65
142, 28, 28
89, 40, 40
255, 130, 130
194, 61, 61
231, 40, 40
57, 16, 16
202, 36, 36
174, 69, 69
109, 16, 16
174, 45, 45
174, 4, 4
130, 24, 24
255, 16, 16
255, 113, 113
190, 28, 28
255, 81, 81
255, 49, 49
113, 24, 24
69, 0, 0
255, 142, 142
255, 65, 65
117, 0, 0
170, 24, 24
255, 97, 97
32, 0, 0
231, 93, 93
117, 49, 49
81, 12, 12
255, 32, 32
162, 61, 61
235, 73, 73
117, 8, 8
49, 0, 0
255, 105, 105
235, 16, 16
130, 40, 40
174, 81, 81
24, 0, 0
121, 40, 40
190, 77, 77
113, 40, 40
